YEAR,VESSEL,HAUL,STRATUM,SEX,LENGTH,KG_HA,NO_HA
2001,88,22,31,2,570,1.044901571,0.615270088
2001,88,22,31,1,320,0.153890668,0.615270088
2001,88,40,31,2,420,0.14398181,0.225985366
2001,88,40,31,1,460,0.194710936,0.225985366
2001,88,40,31,2,460,0.194710936,0.225985366
2001,88,40,31,2,540,0.331459657,0.225985366
2001,88,40,31,1,420,0.14398181,0.225985366
2001,88,40,31,2,660,0.645030639,0.225985366
2001,88,40,31,2,340,0.071421492,0.225985366
2001,88,40,31,1,410,0.132918391,0.225985366
2001,88,40,31,2,640,0.582426277,0.225985366
2001,88,41,31,1,190,0.049339989,1.02434442
2001,88,41,31,2,190,0.049339989,1.02434442
2001,88,41,31,2,200,0.058493605,1.02434442
2001,88,41,31,2,220,0.080249508,1.02434442
2001,88,41,31,2,520,1.392901373,1.02434442
2001,88,41,31,2,310,0.250378507,1.02434442
2001,88,41,31,1,320,0.278191759,1.02434442
2001,88,41,31,2,330,0.308094286,1.02434442
2001,88,41,31,2,360,0.411206292,1.02434442
2001,88,41,31,2,300,0.224568923,1.02434442
2001,88,42,31,1,360,0.31360577,0.625703295
2001,88,42,31,2,340,0.778296023,1.877109886
2001,88,42,31,1,370,0.34345012,0.625703295
2001,88,42,31,2,370,0.34345012,0.625703295
2001,88,42,31,1,380,0.75044761,1.251406591
2001,88,42,31,2,380,1.125671414,1.877109886
2001,88,42,31,2,390,0.408995833,0.625703295
2001,88,42,31,1,400,1.334507379,1.877109886
2001,88,42,31,2,400,1.334507379,1.877109886
2001,88,42,31,1,410,0.965627682,1.251406591
2001,88,42,31,2,410,1.448441523,1.877109886
2001,88,42,31,2,420,0.523000695,0.625703295
2001,88,42,31,2,430,0.565467621,0.625703295
2001,88,42,31,2,450,1.315058921,1.251406591
2001,88,42,31,1,470,0.759580174,0.625703295
2001,88,42,31,1,490,0.872208845,0.625703295
2001,88,42,31,2,490,1.744417691,1.251406591
2001,88,42,31,1,500,0.932676203,0.625703295
2001,88,42,31,2,580,1.526130581,0.625703295
2001,88,42,31,1,350,0.285622338,0.625703295
2001,88,42,31,1,150,0.034350804,1.251406591
2001,88,42,31,1,160,0.021276565,0.625703295
2001,88,42,31,1,190,0.075258115,1.251406591
2001,88,42,31,1,200,0.044610047,0.625703295
2001,88,42,31,1,210,0.05244876,0.625703295
2001,88,42,31,2,250,0.093532782,0.625703295
2001,88,42,31,1,260,0.106531396,0.625703295
2001,88,42,31,2,260,0.106531396,0.625703295
2001,88,42,31,2,270,0.241483946,1.251406591
2001,88,42,31,1,280,0.136226312,0.625703295
2001,88,42,31,2,280,0.136226312,0.625703295
2001,88,42,31,1,290,0.306093881,1.251406591
2001,88,42,31,2,290,0.459140821,1.877109886
2001,88,42,31,2,300,0.171267102,0.625703295
2001,88,42,31,1,300,0.342534204,1.251406591
2001,88,42,31,2,310,1.145704419,3.754219772
2001,88,42,31,2,320,0.212162465,0.625703295
2001,88,42,31,1,320,0.424324931,1.251406591
2001,88,42,31,1,330,0.234967576,0.625703295
2001,88,42,31,2,330,0.469935152,1.251406591
2001,88,42,31,2,360,0.31360577,0.625703295
2001,88,43,31,2,560,2.60849987,1.484702253
2001,88,43,31,1,260,0.20456927,1.484702253
2001,88,43,31,2,680,4.967677313,1.484702253
2001,88,43,31,2,320,0.814819337,2.969404507
2001,88,43,31,1,330,0.451201687,1.484702253
2001,88,43,31,2,340,0.498180053,1.484702253
2001,88,43,31,1,350,0.548472614,1.484702253
2001,88,43,31,1,370,0.659517691,1.484702253
2001,88,43,31,2,370,1.319035383,2.969404507
2001,88,43,31,2,380,2.16159544,4.45410676
2001,88,43,31,1,390,0.785383298,1.484702253
2001,88,43,31,2,400,0.854205774,1.484702253
2001,88,43,31,1,410,0.927133961,1.484702253
2001,88,43,31,2,420,1.004303656,1.484702253
2001,88,43,31,1,420,2.008607311,2.969404507
2001,88,43,31,1,430,1.085851711,1.484702253
2001,88,43,31,2,460,1.358150062,1.484702253
2001,88,43,31,2,470,2.917201273,2.969404507
2001,88,43,31,2,500,1.790992116,1.484702253
2001,88,43,31,2,510,1.912615195,1.484702253
2001,88,43,31,2,530,2.172972805,1.484702253
2001,88,43,31,2,550,2.457127326,1.484702253
2001,88,43,31,2,260,0.20456927,1.484702253
2001,88,43,31,2,270,0.231857445,1.484702253
2001,88,43,31,1,270,1.159287227,7.423511266
2001,88,43,31,1,280,0.261591589,1.484702253
2001,88,43,31,1,290,0.293891774,1.484702253
2001,88,43,31,2,290,1.175567094,5.938809013
2001,88,43,31,1,310,0.733354753,2.969404507
2001,88,43,31,2,310,0.733354753,2.969404507
2001,88,43,31,2,130,0.020515086,1.484702253
2001,88,43,31,2,140,0.02623353,1.484702253
2001,88,43,31,1,160,0.081713589,2.969404507
2001,88,43,31,2,170,0.199838556,5.938809013
2001,88,43,31,1,170,0.299757834,8.90821352
2001,88,43,31,2,180,0.060392051,1.484702253
2001,88,43,31,1,180,0.120784102,2.969404507
2001,88,43,31,2,190,0.21677409,4.45410676
2001,88,43,31,1,190,0.361290151,7.423511266
2001,88,43,31,2,200,0.25699029,4.45410676
2001,88,43,31,1,200,0.34265372,5.938809013
2001,88,43,31,1,210,0.201431783,2.969404507
2001,88,43,31,2,210,0.302147674,4.45410676
2001,88,43,31,2,220,0.23504956,2.969404507
2001,88,43,31,1,220,0.470099121,5.938809013
2001,88,43,31,1,230,0.136201131,1.484702253
2001,88,43,31,2,230,0.272402263,2.969404507
2001,88,43,31,1,240,0.313715193,2.969404507
2001,88,43,31,1,250,0.179608395,1.484702253
2001,88,43,31,2,250,0.538825184,4.45410676
2001,88,43,31,2,570,2.766269114,1.484702253
2001,88,44,31,1,140,0.045434748,2.453540387
2001,88,44,31,2,520,3.532960889,2.453540387
2001,88,44,31,2,170,0.173053617,4.907080773
2001,88,44,31,1,180,0.10459506,2.453540387
2001,88,44,31,2,180,0.209190119,4.907080773
2001,88,44,31,2,190,0.500584619,9.814161547
2001,88,44,31,1,190,0.625730774,12.26770193
2001,88,44,31,1,200,0.593453702,9.814161547
2001,88,44,31,2,200,0.593453702,9.814161547
2001,88,44,31,1,210,0.348866597,4.907080773
2001,88,44,31,2,210,1.04659979,14.72124232
2001,88,44,31,1,220,0.407090376,4.907080773
2001,88,44,31,2,220,1.424816317,17.17478271
2001,88,44,31,1,230,0.2358914,2.453540387
2001,88,44,31,2,230,1.651239798,17.17478271
2001,88,44,31,1,240,0.271667038,2.453540387
2001,88,44,31,2,240,0.271667038,2.453540387
2001,88,44,31,2,250,1.244279697,9.814161547
2001,88,44,31,2,260,0.708601035,4.907080773
2001,88,44,31,1,270,0.401561843,2.453540387
2001,88,44,31,1,290,0.509001219,2.453540387
2001,88,44,31,2,290,0.509001219,2.453540387
2001,88,44,31,1,340,0.86281508,2.453540387
2001,88,44,31,2,340,0.86281508,2.453540387
2001,88,44,31,2,360,1.042985366,2.453540387
2001,88,44,31,1,380,1.247913702,2.453540387
2001,88,44,31,2,400,1.479428208,2.453540387
2001,88,44,31,2,510,3.312523699,2.453540387
2001,88,44,31,1,150,0.057121694,2.453540387
2001,88,45,31,2,550,0.676005515,0.439571298
2001,88,45,31,2,540,0.318039214,0.219785649
2001,88,45,31,2,620,0.50297192,0.219785649
2001,88,45,31,2,650,0.588343812,0.219785649
2001,88,45,31,1,720,0.826050212,0.219785649
2001,88,45,31,1,170,0.006872455,0.219785649
2001,88,45,31,1,180,0.033230154,0.879142597
2001,88,45,31,1,190,0.029819472,0.659356948
2001,88,45,31,2,190,0.029819472,0.659356948
2001,88,45,31,1,200,0.023567745,0.439571298
2001,88,45,31,2,200,0.047135491,0.879142597
2001,88,45,31,2,210,0.013854491,0.219785649
2001,88,45,31,1,210,0.096981439,1.538499544
2001,88,45,31,2,220,0.032333448,0.439571298
2001,88,45,31,1,220,0.113167069,1.538499544
2001,88,45,31,2,230,0.037471691,0.439571298
2001,88,45,31,1,230,0.074943382,0.879142597
2001,88,45,31,2,240,0.043154703,0.439571298
2001,88,45,31,1,240,0.086309406,0.879142597
2001,88,45,31,1,250,0.024706954,0.219785649
2001,88,45,31,1,270,0.063788681,0.439571298
2001,88,45,31,2,280,0.035984573,0.219785649
2001,88,45,31,1,290,0.040427791,0.219785649
2001,88,45,31,1,300,0.090481398,0.439571298
2001,88,45,31,1,310,0.100880376,0.439571298
2001,88,45,31,1,320,0.056043327,0.219785649
2001,88,45,31,2,320,0.056043327,0.219785649
2001,88,45,31,1,340,0.137059427,0.439571298
2001,88,45,31,1,350,0.075447965,0.219785649
2001,88,45,31,2,350,0.075447965,0.219785649
2001,88,45,31,1,370,0.09072334,0.219785649
2001,88,45,31,1,410,0.127536669,0.219785649
2001,88,45,31,1,460,0.186827301,0.219785649
2001,88,45,31,1,490,0.230396483,0.219785649
2001,88,45,31,2,600,0.451124435,0.219785649
2001,88,46,31,2,410,1.369262492,2.315552874
2001,88,46,31,2,440,1.730775395,2.315552874
2001,88,46,31,2,430,3.207338059,4.631105747
2001,88,46,31,1,400,1.261556556,2.315552874
2001,88,46,31,2,400,2.523113112,4.631105747
2001,88,46,31,1,170,0.147568448,4.631105747
2001,88,46,31,1,180,0.08919161,2.315552874
2001,88,46,31,2,180,0.356766439,9.262211494
2001,88,46,31,2,190,0.106716197,2.315552874
2001,88,46,31,1,200,0.126514319,2.315552874
2001,88,46,31,2,200,0.126514319,2.315552874
2001,88,46,31,1,210,0.297489895,4.631105747
2001,88,46,31,2,210,0.297489895,4.631105747
2001,88,46,31,2,220,0.347139206,4.631105747
2001,88,46,31,2,230,0.402304539,4.631105747
2001,88,46,31,1,240,0.23165932,2.315552874
2001,88,46,31,2,250,0.265259443,2.315552874
2001,88,46,31,1,250,0.530518886,4.631105747
2001,88,46,31,1,270,0.342424846,2.315552874
2001,88,46,31,2,270,1.027274537,6.946658621
2001,88,46,31,1,280,0.772677017,4.631105747
2001,88,46,31,2,280,1.159015525,6.946658621
2001,88,46,31,1,290,1.302125688,6.946658621
2001,88,46,31,1,300,0.971428732,4.631105747
2001,88,46,31,2,300,1.457143099,6.946658621
2001,88,46,31,2,310,1.083074507,4.631105747
2001,88,46,31,1,310,1.62461176,6.946658621
2001,88,46,31,1,320,0.601693824,2.315552874
2001,88,46,31,2,320,0.601693824,2.315552874
2001,88,46,31,1,330,0.666369233,2.315552874
2001,88,46,31,2,330,1.332738465,4.631105747
2001,88,46,31,2,340,0.735750485,2.315552874
2001,88,46,31,1,350,0.810026394,2.315552874
2001,88,46,31,2,350,2.430079181,6.946658621
2001,88,46,31,1,360,1.778775096,4.631105747
2001,88,46,31,1,370,3.896105097,9.262211494
2001,88,46,31,2,380,2.128273211,4.631105747
2001,88,46,31,1,390,1.159914249,2.315552874
2001,88,46,31,1,490,2.473588691,2.315552874
2001,88,46,31,2,520,9.038012013,6.946658621
2001,88,46,31,2,550,3.628873957,2.315552874
2001,88,46,31,2,580,4.328114035,2.315552874
2001,88,46,31,2,420,7.416163059,11.57776437
2001,88,47,31,2,190,0.386528583,8.040908113
2001,88,47,31,2,280,1.74915899,10.05113514
2001,88,47,31,1,150,0.044106763,2.010227028
2001,88,47,31,2,150,0.044106763,2.010227028
2001,88,47,31,1,160,0.054638629,2.010227028
2001,88,47,31,2,180,0.242290586,6.030681085
2001,88,47,31,1,190,0.193264292,4.020454056
2001,88,47,31,1,280,2.448822587,14.0715892
2001,88,47,31,1,290,0.786054994,4.020454056
2001,88,47,31,2,290,1.179082491,6.030681085
2001,88,47,31,2,300,0.879634447,4.020454056
2001,88,47,31,1,300,2.638903341,12.06136217
2001,88,47,31,1,310,0.490365177,2.010227028
2001,88,47,31,2,310,0.980730354,4.020454056
2001,88,47,31,1,320,0.544837306,2.010227028
2001,88,47,31,2,320,1.089674613,4.020454056
2001,88,47,31,1,330,0.603401271,2.010227028
2001,88,47,31,2,330,1.206802541,4.020454056
2001,88,47,31,2,340,0.666226404,2.010227028
2001,88,47,31,2,350,1.466967355,4.020454056
2001,88,47,31,2,360,0.805345671,2.010227028
2001,88,47,31,1,370,0.881986537,2.010227028
2001,88,47,31,1,380,0.963581973,2.010227028
2001,88,47,31,2,380,1.927163946,4.020454056
2001,88,47,31,1,390,2.100618389,4.020454056
2001,88,47,31,2,390,2.100618389,4.020454056
2001,88,47,31,1,410,1.239875263,2.010227028
2001,88,47,31,2,410,3.719625789,6.030681085
2001,88,47,31,2,420,1.343075879,2.010227028
2001,88,47,31,1,430,1.452131765,2.010227028
2001,88,47,31,1,450,1.688548346,2.010227028
2001,88,47,31,2,450,1.688548346,2.010227028
2001,88,47,31,2,460,1.816281936,2.010227028
2001,88,47,31,1,470,1.950616549,2.010227028
2001,88,47,31,2,480,2.09174194,2.010227028
2001,88,47,31,2,500,2.395130492,2.010227028
2001,88,47,31,2,570,3.699388427,2.010227028
2001,88,47,31,2,620,4.889750101,2.010227028
2001,88,47,31,2,630,5.156343207,2.010227028
2001,88,47,31,2,670,6.3247241,2.010227028
2001,88,47,31,1,210,0.134689427,2.010227028
2001,88,47,31,2,210,0.404068282,6.030681085
2001,88,47,31,1,220,0.157168299,2.010227028
2001,88,47,31,2,220,0.314336598,4.020454056
2001,88,47,31,2,230,0.182144567,2.010227028
2001,88,47,31,1,230,0.364289133,4.020454056
2001,88,47,31,1,240,0.419537762,4.020454056
2001,88,47,31,2,240,1.468382166,14.0715892
2001,88,47,31,1,250,0.24019399,2.010227028
2001,88,47,31,2,250,0.720581971,6.030681085
2001,88,47,31,1,260,0.27357468,2.010227028
2001,88,47,31,2,260,1.915022761,14.0715892
2001,88,47,31,1,270,0.310067718,2.010227028
2001,88,47,31,2,270,0.930203153,6.030681085
2001,88,47,31,2,200,0.229118924,4.020454056
2001,88,48,31,2,140,0.011010379,0.613638427
2001,88,48,31,1,430,0.455738835,0.613638427
2001,88,48,31,1,150,0.027685043,1.227276854
2001,88,48,31,1,160,0.017147855,0.613638427
2001,88,48,31,2,170,0.020968377,0.613638427
2001,88,48,31,1,180,0.025346926,0.613638427
2001,88,48,31,1,190,0.181962915,3.681830562
2001,88,48,31,1,200,0.035953484,0.613638427
2001,88,48,31,1,140,0.011010379,0.613638427
2001,88,48,31,2,430,0.455738835,0.613638427
2001,88,48,31,2,440,1.967442278,2.454553708
2001,88,48,31,2,450,0.529936108,0.613638427
2001,88,48,31,2,460,1.710072529,1.840915281
2001,88,48,31,2,470,0.612183918,0.613638427
2001,88,48,31,2,480,1.969424657,1.840915281
2001,88,48,31,2,490,0.702957036,0.613638427
2001,88,48,31,2,500,2.255072176,1.840915281
2001,88,48,31,2,510,0.802736701,0.613638427
2001,88,48,31,2,560,1.094803904,0.613638427
2001,88,48,31,2,570,1.161020654,0.613638427
2001,88,48,31,2,600,1.376414654,0.613638427
2001,88,48,31,1,210,0.042271097,0.613638427
2001,88,48,31,2,210,0.042271097,0.613638427
2001,88,48,31,2,220,0.098651788,1.227276854
2001,88,48,31,1,230,0.114328954,1.227276854
2001,88,48,31,1,240,0.065834126,0.613638427
2001,88,48,31,2,240,0.065834126,0.613638427
2001,88,48,31,1,250,0.15076556,1.227276854
2001,88,48,31,2,260,0.085859017,0.613638427
2001,88,48,31,1,260,0.171718034,1.227276854
2001,88,48,31,1,270,0.097312037,0.613638427
2001,88,48,31,1,280,0.109791646,0.613638427
2001,88,48,31,1,290,0.123348237,0.613638427
2001,88,48,31,2,290,0.123348237,0.613638427
2001,88,48,31,1,310,0.153896816,0.613638427
2001,88,48,31,1,320,0.170992416,0.613638427
2001,88,48,31,2,320,0.341984832,1.227276854
2001,88,48,31,1,330,0.56811661,1.840915281
2001,88,48,31,2,330,1.136233221,3.681830562
2001,88,48,31,2,340,0.418178642,1.227276854
2001,88,48,31,1,340,0.627267963,1.840915281
2001,88,48,31,1,350,0.230197427,0.613638427
2001,88,48,31,2,350,0.460394855,1.227276854
2001,88,48,31,1,370,0.553607498,1.227276854
2001,88,48,31,1,380,0.302411762,0.613638427
2001,88,48,31,2,380,0.604823524,1.227276854
2001,88,48,31,2,390,0.329630341,0.613638427
2001,88,48,31,1,390,0.659260681,1.227276854
2001,88,48,31,1,400,0.358515569,0.613638427
2001,88,48,31,2,400,1.075546708,1.840915281
2001,88,48,31,2,410,0.389123991,0.613638427
2001,88,48,31,1,410,0.778247982,1.227276854
2001,88,48,31,1,420,0.4215126,0.613638427
2001,88,48,31,2,150,0.013842521,0.613638427
2001,88,49,31,2,300,0.137234202,0.628533771
2001,88,49,31,1,290,0.245269226,1.257067542
2001,88,49,31,2,320,0.170003149,0.628533771
2001,88,49,31,2,340,0.207879647,0.628533771
2001,88,49,31,2,350,0.457731267,1.257067542
2001,88,49,31,2,360,0.25128841,0.628533771
2001,88,49,31,1,360,0.50257682,1.257067542
2001,88,49,31,2,370,0.275202317,0.628533771
2001,88,49,31,1,380,0.300662176,0.628533771
2001,88,49,31,2,380,0.601324352,1.257067542
2001,88,49,31,2,390,0.655446566,1.257067542
2001,88,49,31,1,410,0.386872736,0.628533771
2001,88,49,31,2,410,0.773745473,1.257067542
2001,88,49,31,2,430,1.359306552,1.885601313
2001,88,49,31,1,440,0.489014938,0.628533771
2001,88,49,31,2,450,0.526870193,0.628533771
2001,88,49,31,2,460,1.133452668,1.257067542
2001,88,49,31,2,470,0.608642163,0.628533771
2001,88,49,31,2,480,1.958030663,1.885601313
2001,88,49,31,2,500,0.747341862,0.628533771
2001,88,49,31,2,530,0.906734054,0.628533771
2001,88,49,31,2,550,1.025305524,0.628533771
2001,88,49,31,2,600,1.368451485,0.628533771
2001,88,49,31,2,650,3.56939195,1.257067542
2001,88,49,31,1,300,0.137234202,0.628533771
2001,88,49,31,1,180,0.025200283,0.628533771
2001,88,49,31,1,190,0.030151697,0.628533771
2001,88,49,31,1,200,0.035745477,0.628533771
2001,88,49,31,1,210,0.08405308,1.257067542
2001,88,49,31,2,220,0.098081044,1.257067542
2001,88,49,31,1,240,0.065453246,0.628533771
2001,88,49,31,2,240,0.065453246,0.628533771
2001,88,49,31,1,270,0.096749044,0.628533771
2001,88,49,31,2,290,0.122634613,0.628533771
2001,88,49,31,1,310,0.153006454,0.628533771
2001,88,50,31,1,310,0.053312049,0.222514359
2001,88,50,31,2,300,0.047816522,0.222514359
2001,88,50,31,2,360,0.087556438,0.222514359
2001,88,50,31,2,380,0.209519485,0.445028718
2001,88,50,31,1,400,0.1241949,0.222514359
2001,88,50,31,2,400,0.1241949,0.222514359
2001,88,50,31,2,420,0.438053908,0.667543077
2001,88,50,31,2,430,0.157874425,0.222514359
2001,88,50,31,1,450,0.183577417,0.222514359
2001,88,50,31,2,460,0.197464495,0.222514359
2001,88,50,31,1,510,0.278079429,0.222514359
2001,88,50,31,2,530,0.315933408,0.222514359
2001,88,50,31,2,550,0.357247273,0.222514359
2001,88,50,31,2,560,0.379255668,0.222514359
2001,88,50,31,2,580,0.426084498,0.222514359
2001,88,50,31,2,590,0.45094895,0.222514359
2001,88,50,31,2,210,0.01464331,0.222514359
2001,88,50,31,2,220,0.017087192,0.222514359
2001,88,50,31,2,230,0.019802589,0.222514359
2001,88,50,31,2,340,0.144863039,0.445028718
2001,88,51,31,2,160,0.011658899,0.451042047
2001,88,51,31,2,180,0.025850223,0.67656307
2001,88,51,31,1,160,0.005829449,0.225521023
2001,88,51,31,2,250,0.025626535,0.225521023
2001,88,51,31,1,200,0.012222463,0.225521023
2001,88,52,31,2,180,0.011048416,0.304763577
2001,88,52,31,1,140,0.00479929,0.304763577
2001,88,69,31,1,180,0.023027658,0.75915357
2001,88,70,50,1,370,0.071815576,0.155033404
2001,88,70,50,1,300,0.071624058,0.310066809
2001,88,70,50,2,300,0.071624058,0.310066809
2001,88,70,50,2,310,0.039927886,0.155033404
2001,88,70,50,1,320,0.088726536,0.310066809
2001,88,70,50,1,160,0.013346818,0.465100213
2001,88,70,50,2,160,0.017795758,0.620133618
2001,88,70,50,2,170,0.005440158,0.155033404
2001,88,70,50,1,170,0.016320473,0.465100213
2001,88,70,50,1,180,0.006576154,0.155033404
2001,88,70,50,2,180,0.006576154,0.155033404
2001,88,70,50,1,190,0.007868253,0.155033404
2001,88,70,50,2,200,0.027983943,0.465100213
2001,88,70,50,2,220,0.012797397,0.155033404
2001,88,70,50,1,240,0.017080389,0.155033404
2001,88,70,50,2,240,0.017080389,0.155033404
2001,88,70,50,2,250,0.019557747,0.155033404
2001,88,70,50,1,250,0.058673242,0.465100213
2001,88,70,50,2,260,0.06682729,0.465100213
2001,88,70,50,1,270,0.050494403,0.310066809
2001,88,70,50,2,270,0.075741604,0.465100213
2001,88,70,50,2,280,0.056969967,0.310066809
2001,88,70,50,1,280,0.113939935,0.620133618
2001,88,70,50,1,290,0.096006555,0.465100213
2001,88,70,50,2,290,0.096006555,0.465100213
2001,88,70,50,1,440,0.510444679,0.620133618
2001,88,70,50,2,440,0.893278189,1.085233831
2001,88,70,50,1,450,0.137489709,0.155033404
2001,88,70,50,2,450,0.412469128,0.465100213
2001,88,70,50,1,460,0.147890391,0.155033404
2001,88,70,50,2,460,0.443671173,0.465100213
2001,88,70,50,2,470,0.15882856,0.155033404
2001,88,70,50,2,480,0.170319666,0.155033404
2001,88,70,50,2,500,0.195023018,0.155033404
2001,88,70,50,1,500,0.390046037,0.310066809
2001,88,70,50,2,520,0.666378369,0.465100213
2001,88,70,50,2,530,0.473234596,0.310066809
2001,88,70,50,2,540,0.251756266,0.155033404
2001,88,70,50,1,550,0.267559183,0.155033404
2001,88,70,50,2,570,0.301221958,0.155033404
2001,88,70,50,2,580,0.319114598,0.155033404
2001,88,70,50,2,610,0.377236155,0.155033404
2001,88,70,50,2,620,0.796293836,0.310066809
2001,88,70,50,2,690,0.567781483,0.155033404
2001,88,70,50,2,720,0.653892061,0.155033404
2001,88,70,50,2,760,0.782370386,0.155033404
2001,88,70,50,2,320,0.177453072,0.620133618
2001,88,70,50,1,330,0.343922789,1.085233831
2001,88,70,50,2,370,0.143631152,0.310066809
2001,88,70,50,1,380,0.156918936,0.310066809
2001,88,70,50,1,390,0.085521215,0.155033404
2001,88,70,50,2,390,0.171042429,0.310066809
2001,88,70,50,2,400,0.093015367,0.155033404
2001,88,70,50,2,410,0.100956594,0.155033404
2001,88,70,50,1,410,0.201913187,0.310066809
2001,88,70,50,2,420,0.328079049,0.465100213
2001,88,70,50,1,420,0.546798415,0.775167022
2001,88,70,50,1,430,0.118239537,0.155033404
2001,88,70,50,2,430,0.35471861,0.465100213
2001,88,70,50,2,330,0.343922789,1.085233831
2001,88,70,50,2,340,0.054247351,0.155033404
2001,88,70,50,1,350,0.059723761,0.155033404
2001,88,70,50,2,350,0.119447522,0.310066809
2001,88,70,50,1,360,0.131150218,0.310066809
2001,88,70,50,2,360,0.131150218,0.310066809
2001,88,71,50,1,150,0.009892486,0.437934514
2001,88,71,50,2,370,0.395632742,0.875869028
2001,88,71,50,1,180,0.05434215,1.313803543
2001,88,71,50,2,190,0.021673143,0.437934514
2001,88,71,50,2,200,0.025693972,0.437934514
2001,88,71,50,1,200,0.051387943,0.875869028
2001,88,71,50,1,210,0.060417643,0.875869028
2001,88,71,50,2,210,0.090626464,1.313803543
2001,88,71,50,1,220,0.035250496,0.437934514
2001,88,71,50,2,220,0.070500991,0.875869028
2001,88,71,50,2,240,0.047048018,0.437934514
2001,88,71,50,1,240,0.094096037,0.875869028
2001,88,71,50,1,250,0.107743829,0.875869028
2001,88,71,50,1,260,0.061358704,0.437934514
2001,88,71,50,2,260,0.184076111,1.313803543
2001,88,71,50,2,270,0.069543545,0.437934514
2001,88,71,50,2,280,0.392310165,2.189672571
2001,88,71,50,2,430,2.605531253,3.503476114
2001,88,71,50,1,440,0.703011236,0.875869028
2001,88,71,50,2,440,1.054516854,1.313803543
2001,88,71,50,2,450,0.75743221,0.875869028
2001,88,71,50,1,450,1.136148315,1.313803543
2001,88,71,50,2,460,2.444189018,2.627607085
2001,88,71,50,1,470,1.312482234,1.313803543
2001,88,71,50,2,470,2.18747039,2.189672571
2001,88,71,50,2,480,1.876585558,1.751738057
2001,88,71,50,1,490,0.502364619,0.437934514
2001,88,71,50,2,490,0.502364619,0.437934514
2001,88,71,50,2,500,1.074383796,0.875869028
2001,88,71,50,2,510,0.573671641,0.437934514
2001,88,71,50,2,520,3.671085232,2.627607085
2001,88,71,50,2,530,0.651763554,0.437934514
2001,88,71,50,2,540,0.693463919,0.437934514
2001,88,71,50,2,550,2.210979402,1.313803543
2001,88,71,50,2,560,0.78239596,0.437934514
2001,88,71,50,2,640,1.218524187,0.437934514
2001,88,71,50,1,280,0.470772198,2.627607085
2001,88,71,50,2,290,0.176300363,0.875869028
2001,88,71,50,2,300,0.098644416,0.437934514
2001,88,71,50,1,300,0.295933249,1.313803543
2001,88,71,50,1,310,0.21996313,0.875869028
2001,88,71,50,2,310,0.43992626,1.751738057
2001,88,71,50,1,320,0.488795392,1.751738057
2001,88,71,50,1,380,0.43223401,0.875869028
2001,88,71,50,2,380,1.080585026,2.189672571
2001,88,71,50,1,390,0.706705866,1.313803543
2001,88,71,50,2,390,0.706705866,1.313803543
2001,88,71,50,1,400,0.768633905,1.313803543
2001,88,71,50,2,400,1.024845206,1.751738057
2001,88,71,50,1,410,0.278085452,0.437934514
2001,88,71,50,2,410,0.834256357,1.313803543
2001,88,71,50,1,420,0.301231805,0.437934514
2001,88,71,50,2,420,2.409854437,3.503476114
2001,88,71,50,1,430,0.325691407,0.437934514
